title,subtitle,map_heading,capability_levels,description,title_word_count,capability_count
Kansas Initiative for Stroke Survival (KISS),"Kansas Initiative for Stroke Survival | Prevent, Treat, Beat",Hospital Stroke Treatment Capability Map,"Advanced Comprehensive Stroke Center, Primary Stroke Center, Certified Acute Stroke Ready Hospital, Emergent Stroke Ready Hospitals, Non-Emergent Stroke Ready Hospital","Kansas Initiative for Stroke Survival works to prevent stroke, improve treatment, and support recovery through education, resources, and community action.",6,5
